create,154
created,148
creates,124
creating,137
creation,126
creative,140
creature,125
creatures,124
credit,152
creep,125
creepy,153
crew,140
cricket,123
cried,138
crime,148
crimes,130
criminal,137
criminals,125
cringe,131
crisis,129
critical,130
cross,146
crossed,129
crossing,126
crowd,141
cruel,123
cruise,128
crush,141
crushed,123
cry,153
crying,151
cultural,135
culture,154
cultures,128
cup,150
cups,127
cure,131
curiosity,124
curious,147
current,157
currently,157
curse,124
custom,128
customer,154
customers,146
cut,168
cute,163
cuts,131
cutting,141
cycle,138
da,144
dad,177
dad's,135
dada,135
daddy,136
dads,123
daily,154
dairy,123
Dal,161
dale,124
dali,125
dallas,131
dam,150
damage,146
damned,127
Dan,133
dance,157
dancing,139
dang,129
danger,133
dangerous,148
dar,154
dare,140
dark,163
darkness,125
darling,137
Data,153
date,166
dated,139
dates,137
dating,156
daughter,156
daughter's,123
dave,130
david,141
Day,204
days,181
dead,170
deal,169
dealer,124
dealing,141
deals,131
dealt,124
dear,160
death,169
deaths,128
debate,145
debates,124
debt,145
decade,138
decades,136
deccan,150
decent,154
decide,153
decided,165
decides,128
deciding,123
decision,150
decisions,142
deck,128
dedicated,128
dee,128
Deep,160
deeper,126
deeply,128
deer,127
def,130
default,127
defend,135
defending,123
defense,143
define,129
defined,123
definitely,174
definition,142
degree,155
degrees,136
delete,144
deleted,132
delicious,145
deliver,128
delivered,127
delivery,136
demand,135
democracy,125
democratic,125
democrats,125
den,130
dena,156
dene,152
dentist,125
denver,129
deny,128
department,140
depend,124
depending,146
depends,157
depersonalize,131
depressed,143
depressing,133
depression,153
depth,126
describe,141
described,135
description,129
desert,126
deserve,147
deserved,127
deserves,133
desi,130
design,149
designed,137
designer,123
desire,137
desk,145
desperate,130
despite,151
destination,123
destroy,137
destroyed,136
detail,136
details,149
determine,126
determined,123
detroit,128
Dev,129
develop,135
developed,137
developing,125
development,140
device,134
devices,125
devil,133
diagnosed,127
dialogue,128
dicks,134
did,201
didn't,197
die,170
died,164
diego,132
dies,138
diet,144
difference,162
differences,129
different,184
differently,137
difficult,155
difficulty,123
dig,134
digital,140
din,184
dinner,163
dino,146
dip,125
direct,169
direction,147
directions,127
directly,149
director,134
dirt,133
dirty,148
disabled,126
disagree,147
disappointed,139
disaster,128
discount,129
discover,126
discovered,140
discuss,137
discussing,130
discussion,178
disease,138
disgusting,141
Dish,131
dishes,133
dislike,135
disney,138
disorder,132
display,130
distance,143
district,130
disturb,123
disturbing,127
divorce,136
divorced,128
do,216
doc,131
doctor,158
doctor's,126
doctors,141
documentary,131
does,191
doesn't,191
dog,169
dogs,154
doing,191
doll,126
dollar,145
dollars,148
domestic,124
don't,215
donald,146
donate,133
done,183
door,175
doors,144
dope,127
dost,157
double,153
doubt,154
douche,129
down,195
download,153
downstairs,123
downtown,138
dozen,131
dozens,124
Dr,140
draft,132
drag,132
dragon,137
drain,124
drama,144
drank,134
draw,142
drawing,133
drawn,125
dream,161
dreaming,123
dreams,152
dress,155
dressed,140
dressing,129
drew,125
drink,170
drinking,160
drinks,149
drive,168
driven,128
driver,147
driver's,124
drivers,138
drives,137
driving,163
drop,156
dropped,150
dropping,134
drops,130
drove,143
drug,152
drugs,155
drunk,163
dry,146
duck,134
dude,169
dudes,140
due,164
dumb,159
dump,130
dumped,123
dunno,139
during,175
dust,129
dutch,123
duty,142
dying,150
e-mail,125
each,178
ear,144
earlier,150
early,169
earn,133
earned,126
ears,138
earth,159
easier,159
easiest,123
easily,157
east,148
easter,136
eastern,128
easy,169
eat,176
eaten,135
eating,164
eats,127
economic,132
economy,138
Ed,137
edge,141
edit,141
edited,164
editing,129
edition,126
educated,127
education,153
effect,152
effective,139
effectively,126
effects,142
efficient,125
effort,151
egg,142
eggs,143
ego,131
eh,131
eight,130
either,179
el,125
elaborate,125
elderly,123
elected,132
election,154
elections,127
electric,135
electricity,126
elementary,136
elements,123
elevator,129
ella,124
else,181
elsewhere,160
em,148
email,158
emails,137
embarrassed,131
embarrassing,132
emergency,138
emo,127
emotion,127
emotional,146
emotionally,135
emotions,138
empire,129
employee,136
employees,140
employer,124
empty,146
encounter,126
encourage,128
end,184
ended,166
ending,153
endless,126
ends,148
enemies,128
enemy,133
energy,153
engage,125
engaged,129
engagement,125
engine,134
engineer,133
engineering,136
England,138
enjoy,176
enjoyable,129
enjoyed,153
enjoying,146
enough,186
ensure,126
enter,139
entered,125
entering,123
entertaining,133
entertainment,132
entire,169
entirely,148
entirety,170
entitled,128
entry,131
environment,140
epic,135
episode,161
episodes,145
equal,140
equality,123
equally,133
equipment,134
equivalent,131
er,132
era,132
eric,123
error,155
escape,137
especially,171
essentially,141
established,123
estate,129
eta,124
etc,170
european,135
ev,128
eve,135
even,202
evening,150
event,158
events,149
eventually,160
ever,192
every,195
everybody,155
everyday,150
everyone,189
everyone's,135
everything,184
everywhere,154
evidence,152
evil,151
evolution,131
ex,157
exact,152
exactly,168
exam,156
example,162
examples,135
exams,133
excellent,143
except,164
exception,129
exchange,136
excited,165
exciting,141
excuse,149
excuses,125
exercise,142
exist,157
existed,133
existence,139
existing,127
exists,141
exit,130
expect,157
expectations,132
expected,148
expecting,141
expensive,155
experience,173
experienced,142
experiences,143
experiment,126
expert,132
explain,161
explained,140
explaining,137
explains,129
explanation,138
explore,126
exposed,126
express,136
expression,125
extended,129
extent,130
extra,160
extreme,140
extremely,156
eye,160
eyes,168
fabulous,129
face,177
facebook,164
faces,136
facial,124
facing,129
fact,175
factor,136
factors,125
factory,132
facts,141
fail,148
failed,144
failing,129
fails,124
failure,139
fair,163
fairly,149
faith,141
fake,156
fall,163
fallen,126
falling,146
fallout,128
falls,138
false,141
familiar,135
families,141
family,184
family's,124
famous,145
fan,165
fancy,138
fans,156
fantastic,151
fantasy,144
far,178
farm,137
fart,133
fascinating,126
fashion,139
fast,166
faster,146
fat,160
father,160
fault,149
favor,137
favorite,173
favorites,131
favourite,141
fear,158
feature,134
features,132
feb,123
fed,132
federal,135
fee,132
feed,144
feedback,128
feeding,123
feel,198
feeling,173
feelings,152
feels,162
fees,127
feet,156
fell,154
fellow,141
felt,170
female,159
females,128
fence,128
fest,126
festival,136
fetish,129
fever,129
few,191
fewer,124
fiction,131
field,155
fields,126
fifth,123
fight,165
fighting,149
fights,132
figure,161
figured,149
figures,127
file,139
files,127
fill,146
filled,145
filling,128
film,166
filming,123
films,140
filter,126
final,158
finale,127
finally,169
finals,129
financial,139
financially,123
find,189
finding,153
finds,132
fine,170
finger,146
fingers,144
finish,154
finished,155
finishing,132
fire,165
firearms,124
fired,144
firm,129
first,199
fish,150
fishing,125
fist,125
fit,161
fitness,127
fits,153
five,157
fix,155
fixed,139
fixing,124
flag,135
flash,137
flat,146
flavor,134
flew,127
flies,125
flight,147
flip,140
flipped,123
floating,123
floor,160
florida,145
flow,132
flowers,129
flu,123
fly,150
flying,145
focus,151
focused,133
folk,123
folks,149
follow,180
followed,151
followers,150
following,175
follows,134
food,179
foods,136
fool,134
foot,150
footage,125
football,153
for,234
force,157
forced,149
forces,131
forcing,129
ford,124
foreign,140
forest,131
forever,157
forget,165
forgetting,125
forgive,131
forgot,156
forgotten,135
form,158
formal,123
format,154
former,144
forms,131
forth,133
forum,125
forward,166
fought,129
found,179
foundation,132
four,157
fourth,129
fox,137
frame,132
francisco,124
frank,130
freak,136
freaked,134
freaking,143
free,188
freedom,144
french,150
frequently,135
fresh,151
freshman,134
fridge,134
fried,135
friend,188
friendly,143
friends,190
friendship,137
fries,134
from,214
front,170
frozen,136
fruit,138
frustrated,127
frustrating,130
fry,125
ft,123
fuck,188
fuel,132
fula,150
full,180
full-time,131
fully,149
fun,183
function,137
fund,128
funding,127
funeral,133
funniest,129
funny,173
furniture,129
further,149
future,166
Gabon,150
gain,140
gained,124
gal,139
gala,123
galaxy,132
gale,139
game,190
gameplay,127
games,174
gaming,139
gang,133
gap,133
gar,127
garage,134
garbage,142
garden,138
garlic,124
gary,128
gas,154
gate,143
gave,169
gay,165
Gaya,192
gaye,173
ge,123
gear,139
Gen,123
gender,148
general,162
generally,156
generation,144
generations,129
generic,127
genetic,124
genius,137
genre,128
genuine,131
genuinely,144
george,140
get,215
gets,177
getting,190
ghost,140
giant,150
giants,125
gift,154
gifts,134
gig,125
girl,186
girlfriend,162
girlfriends,123
girls,174
give,188
given,163
gives,157
giving,164
glad,168
glass,151
glasses,141
global,138
glorious,126
gmail,166
go,205
goal,148
goals,137
God,124
gods,130
goes,173
going,201
gold,153
golden,138
golf,135
gone,166
gonna,177
goo,123
good,210
goodbye,128
goodness,129
goodnight,127
goods,123
google,162
gore,134
gorgeous,138
got,204
gotta,163
gotten,156
government,163
grab,150
grabbed,133
grabbing,123
grace,123
grad,129
grade,156
grades,133
graduate,134
graduated,138
graduating,124
graduation,133
grammar,130
grand,143
grandfather,136
grandma,141
grandmother,137
grandpa,131
grandparents,132
grant,124
granted,130
graphic,123
graphics,128
grass,132
grateful,131
gravity,127
great,197
greater,135
greatest,146
greatly,124
greek,125
green,158
grew,153
grey,132
grill,125
grilled,124
grind,126
grocery,142
groom,124
gross,141
ground,155
group,176
groups,145
grow,154
growing,151
grown,142
growth,130
guadeloupe,150
guarantee,130
guaranteed,123
guard,136
guess,179
guessing,135
guest,139
guests,129
guiana,150
guide,134
guilt,128
guilty,142
Guinea-bissau,150
guitar,141
gujarati,150
gum,131
gun,166
guns,155
Guru,126
gut,124
guy,191
guys,182
gym,155
ha,158
habit,137
habits,127
hack,126
hacked,123
had,212
hadn't,147
haha,167
hair,169
hakka,150
half,175
halfway,133
hall,145
halloween,144
hallway,129
halo,128
ham,158
hammer,125
han,157
hand,172
handed,133
handful,127
handle,153
hands,163
handsome,125
hang,156
hanging,149
hans,123
happen,172
happened,176
happening,154
happens,166
happier,132
happily,129
happiness,144
Happy,196
hard,184
hardcore,130
harder,150
hardest,132
hardly,136
hardware,123
harm,137
harry,147
Harsh,130
has,206
hasn't,149
hat,154
hate,180
hated,149
hates,137
hath,178
hating,128
hatred,123
hats,124
haunted,129
hausa,150
have,228
haven't,173
having,186
hawaii,125
hay,144
he,217
he'd,150
he'll,141
he's,183
head,178
headache,128
headed,139
heading,143
headphones,132
heads,142
health,161
healthcare,135
healthy,153
hear,177
heard,177
hearing,152
heart,167
hearts,130
heat,149
heaven,139
heavily,134
heavy,148
heck,130
heels,123
height,132
held,147
helicopter,124
hello,164
help,185
helped,152
helpful,137
helping,148
helps,153
hence,128
her,212
here,194
here's,154
hero,147
heroes,126
heroin,135
herself,145
herzegovina,150
hey,176
hi,203
hidden,134
hide,146
hiding,134
high,184
higher,154
highest,135
highly,146
highschool,135
highway,134
hike,128
hilarious,152
hill,142
hillary,158
hills,123
him,201
himself,158
hint,125
hip,134
hire,138
hired,132
hiring,130
his,205
historical,127
history,165
hit,174
hitler,137
hits,142
hitting,144
hmm,176
ho,200
hobbies,128
hobby,133
hockey,135
hoi,141
hold,164
holding,150
holds,132
hole,157
holes,134
holiday,146
holidays,134
hollywood,137
holy,159
home,187
homeless,142
homes,131
homework,141
hon,131
hone,168
honest,155
honestly,163
honesty,123
honey,139
honor,135
hood,129
hook,143
hooked,132
hop,132
hope,182
hopefully,150
hopes,128
hoping,150
horrible,156
horribly,123
horrifying,123
horror,148
horse,143
horses,126
hospital,156
host,133
hosting,126
hot,177
hotel,156
hour,175
hours,176
house,184
household,123
houses,139
housing,128
houston,131
how,211
how'll,150
how's,136
howe'er,150
however,151
hows,129
hoy,137
hr,133
http,123
hu,166
hubby,124
hue,173
hug,146
huge,169
hugs,123
huh,134
hui,168
hum,184
human,167
humanity,137
humans,152
hume,135
humor,139
hundred,138
hundreds,140
hung,136
hunger,132
hungry,143
hunt,132
hunter,126
hunting,136
hurricane,128
hurry,128
hurt,163
hurting,130
hurts,143
husband,161
husband's,123
hype,129
i'd,155
i'll,155
i'm,176
i've,143
ice,159
id,123
idea,179
ideal,127
ideas,151
identify,131
identity,131
idiot,151
idiots,137
if,223
igbo,150
ignorance,130
ignorant,137
ignore,148
ignored,131
ignoring,131
ila,128
ill,155
illegal,151
illness,136
ima,124
image,145
images,132
imaginable,136
imagination,126
imagine,165
immediate,127
immediately,156
immigrants,128
immigration,124
impact,142
importance,123
important,167
impossible,149
impressed,132
impression,130
impressive,130
improve,138
improved,125
in,239
inappropriate,123
inch,132
inches,128
incident,134
include,167
included,138
includes,130
including,153
income,143
incorrect,123
increase,139
increased,125
incredible,145
incredibly,151
indeed,138
independent,133
indian,151
indiana,129
individual,142
individuals,130
industry,148
infection,127
infinite,129
influence,135
info,152
information,157
informed,129
ingredients,124
initial,129
initially,124
injured,123
injury,129
ink,123
inner,130
innocent,136
insane,147
insanely,125
insecure,124
insert,129
inside,164
inspiration,130
inspired,131
instagram,134
install,128
instance,133
instant,134
instantly,138
instead,177
instructions,124
insult,131
insurance,150
intelligence,136
intelligent,137
intended,134
intense,137
intent,123
intentionally,126
interact,126
interaction,129
interest,155
interested,161
interesting,167
interests,136
internal,128
international,138
internet,167
interview,152
interviews,128
into,200
intro,127
introduce,124
introduced,130
invented,131
invest,132
investment,126
invisible,123
invite,138
invited,136
involve,140
involved,154
involves,124
involving,123
ipad,145
iphone,160
ipod,137
Iraq,125
ireland,128
irish,135
irl,123
iron,138
irrelevant,126
is,236
isis,125
Islam,123
island,144
isn't,185
issue,163
issues,165
it,239
it'd,143
it'll,150
it's,197
item,139
items,143
its,197
itself,156
itunes,125
jab,181
jack,146
jacket,131
jackson,131
jada,146
Jag,130
Jai,152
jail,144
jake,142
jal,127
jam,142
James,141
jan,148
jana,161
jane,159
Japan,138
jar,134
jason,126
javanese,150
Jay,145
jaye,147
jazz,132
jealous,141
jeans,140
jeff,124
jerk,126
jersey,136
jesus,155
jet,126
jewish,128
jews,126
jim,133
jimmy,128
jo,172
Job,186
jobs,159
jodi,127
joe,138
John,153
johnny,126
johnson,135
join,159
joined,134
joining,131
joint,131
joke,165
jokes,149
joking,135
Jon,124
jones,133
josh,149
journey,135
Joy,139
jr,126
judge,148
judging,129
juice,141
jump,152
jumped,136
jumping,134
jungle,123
junior,135
junk,129
jus,125
just,223
justice,139
justify,130
Justin,140
kab,162
kai,161
Kala,128
Kale,139
Kali,136
kan,137
Kana,125
kara,141
kari,146
karma,143
karna,169
Karnataka,150
karo,164
kat,137
katha,126
kay,169
keep,185
keeping,150
keeps,150
kentucky,125
kept,162
ketchup,128
kevin,132
key,160
keyboard,139
keys,136
Khan,136
kia,141
kick,149
kicked,142
kicking,130
kicks,123
kid,179
kidding,141
kids,185
kill,170
killed,161
killer,140
killing,154
kills,137
kim,127
kind,183
kinda,166
kindly,123
kinds,140
king,153
kingdom,125
kings,124
kirundi,150
kiss,178
kissing,127
kit,135
kitchen,150
knee,133
knees,128
knew,173
knife,143
knight,126
knock,139
knocked,132
know,209
knowing,158
knowledge,153
Known,159
knows,164
ko,211
kobe,127
kora,123
kore,162
korean,128
Kozhikode,150
Krishna,123
ku,142
Kumar,138
Kush,128
Kyrgyzstan,150
La,158
lab,139
label,128
labor,135
lack,154
ladies,146
lady,160
lag,175
laid,140
lake,140
lame,132
land,153
landed,130
landing,127
lane,145
language,157
languages,133
lap,128
laptop,141
large,162
largely,124
larger,138
largest,130
las,125
last,192
lasted,129
late,175
lately,139
later,177
latest,142
latin,124
latter,128
laugh,159
laughed,145
laughing,151
laughs,125
laughter,127
launch,134
laundry,133
law,162
lawn,128
laws,150
lawyer,138
lawyers,124
lay,149
laying,136
lazy,150
lead,155
leader,138
leaders,131
leadership,127
leading,137
leads,137
league,144
lean,124
learn,169
learned,160
learning,157
least,182
leather,123
leave,174
leaves,143
leaving,155
lecture,126
led,143
lee,137
left,181
leg,148
legal,153
legally,135
legend,135
legit,138
legitimate,129
legitimately,127
legs,147
lemon,126
lena,154
length,134
lesbian,128
Lesotho,150
less,179
lesser,123
lesson,138
lessons,130
let,188
let's,154
lets,154
letter,142
letters,134
letting,146
level,165
levels,140
liar,124
liberal,135
library,148
license,140
lick,125
lie,157
lied,131
lies,140
life,198
life's,126
lifestyle,129
lifetime,133
lift,135
light,166
lighter,124
lighting,123
lights,148
like,221
liked,161
likely,165
likes,153
liking,132
lil,138
limit,148
limited,163
limits,130
line,171
lines,151
link,158
linked,127
links,132
lion,127
lip,129
lips,136
liquid,129
liquor,129
list,164
listed,128
listen,163
listened,133
listening,158
lit,130
literal,127
literally,172
little,190
live,186
lived,161
lives,163
living,171
lo,153
load,140
loaded,131
loads,127
loan,133
loans,129
local,162
location,142
lock,141
locked,140
locker,129
log,167
logic,143
logical,130
logo,153
logon,125
london,136
lonely,137
long,189
long-term,128
longer,162
longest,128
look,190
looked,167
looking,185
looks,175
loop,127
loose,138
lord,147
los,128
lose,161
loser,126
loses,125
losing,148
loss,147
lost,171
lot,194
lots,165
lottery,128
loud,154
loudly,127
louis,124
lounge,124
Love,204
loved,168
Lovely,147
lover,126
loves,152
loving,148
low,160
lower,149
lowest,123
luck,164
luckily,136
Lucky,157
luke,125
lunch,163
lying,146
lyrics,137
ma,158
mac,137
machine,153
machines,134
